Gene	ReactionId	RxnName	RxnEqn
NCU03243.7	RXN2T-172	EC 3.1.4.3	1-16:0-2-18:1-phosphatidylcholine + H<SUB>2</SUB>O  =  1-16:0-2-18:1-diacylglycerol + phosphoryl-choline + H<SUP>+</SUP>
NCU02416.7	RXN2T-378	EC 2.3.1.158	1-18:0-2-20:4-phosphatidate + 1-18:3-2-16:0-diacylglycerol  =  1-linoleyl-2-lyso-phosphatidate + 1-18:0-2-18:1-3-18:3-triacylglycerol
NCU02665.7	RXN2T-333	EC 2.3.1.20	1-18:1-2-18:1-diacylglycerol + linoleoyl-CoA  =  1-18:0-2-18:1-3-18:3-triacylglycerol + coenzyme A
NCU06054.7	RXN2T-275	EC 2.5.1.21	presqualene diphosphate + NADPH + H<SUP>+</SUP>  =  squalene + NADP<sup>+</sup> + diphosphate
NCU10506.7	RXN2T-226	EC 3.1.1.3	1-16:0-2-18:1-3-18:2-triacylglycerol + H<SUB>2</SUB>O  =  oleate + 1-16:0-2-18:2-diacylglycerol + H<SUP>+</SUP>
NCU00761.7	RXN2T-226	EC 3.1.1.3	1-16:0-2-18:1-3-18:2-triacylglycerol + H<SUB>2</SUB>O  =  oleate + 1-16:0-2-18:2-diacylglycerol + H<SUP>+</SUP>
NCU03325.7	RXN2T-226	EC 3.1.1.3	1-16:0-2-18:1-3-18:2-triacylglycerol + H<SUB>2</SUB>O  =  oleate + 1-16:0-2-18:2-diacylglycerol + H<SUP>+</SUP>
NCU07053.7	RXN2T-458	EC 1.2.1.3	3-aminopropanal + NADP<sup>+</sup> + H<SUB>2</SUB>O  =  &beta;-alanine + NADPH + 2.0 H<SUP>+</SUP>
NCU00378.7	RXN2T-458	EC 1.2.1.3	3-aminopropanal + NADP<sup>+</sup> + H<SUB>2</SUB>O  =  &beta;-alanine + NADPH + 2.0 H<SUP>+</SUP>
NCU03415.7	RXN2T-458	EC 1.2.1.3	3-aminopropanal + NADP<sup>+</sup> + H<SUB>2</SUB>O  =  &beta;-alanine + NADPH + 2.0 H<SUP>+</SUP>
NCU04743.7	RXN-7609	EC 3.1.3.5	GMP + H<SUB>2</SUB>O  =  guanosine + phosphate
NCU08409.7	RXN0-2382	EC 4.2.1.-	indole + L-serine  =  L-tryptophan + H<SUB>2</SUB>O
NCU04452.7	12-OXOPHYTODIENOATE-REDUCTASE-RXN	EC 1.3.1.42	OPC-8:0 + NADP<sup>+</sup>  =  12-oxo-cis-10,15-phytodienoate + NADPH + H<SUP>+</SUP>
NCU02416.7	RXN2T-430	EC 2.3.1.158	1-18:1-2-18:2-phosphatidate + 1-16:0-2-18:1-diacylglycerol  =  1-oleyl-2-lyso-phosphatidate + 1-16:0-2-18:1-3-18:2-triacylglycerol
NCU07741.7	RXN2T-304	EC 2.3.1.51	1-oleyl-2-lyso-phosphatidate + linoleoyl-CoA  =  1-18:1-2-18:2-phosphatidate + coenzyme A
NCU00168.7	RXN2T-304	EC 2.3.1.51	1-oleyl-2-lyso-phosphatidate + linoleoyl-CoA  =  1-18:1-2-18:2-phosphatidate + coenzyme A
NCU06194.7	RXN2T-304	EC 2.3.1.51	1-oleyl-2-lyso-phosphatidate + linoleoyl-CoA  =  1-18:1-2-18:2-phosphatidate + coenzyme A
NCU03084.7	RXN2T-166	EC 3.2.2.1	guanosine + H<SUB>2</SUB>O  =  guanine + &alpha;-D-ribofuranose
NCU02665.7	RXN2T-338	EC 2.3.1.20	1-16:0-2-18:0-diacylglycerol + oleoyl-CoA  =  1-16:0-2-18:0-3-18:1-triacylglycerol + coenzyme A
NCU06024.7	RXN2T-132	EC 5.3.1.5	&beta;-D-glucose  =  &alpha;-D-fructofuranose
NCU00838.7	RXN2T-132	EC 5.3.1.5	&beta;-D-glucose  =  &alpha;-D-fructofuranose
NCU10044.7	RXN2T-132	EC 5.3.1.5	&beta;-D-glucose  =  &alpha;-D-fructofuranose
NCU02665.7	RXN2T-336	EC 2.3.1.20	1-18:3-2-18:0-diacylglycerol + oleoyl-CoA  =  1-18:0-2-18:1-3-18:3-triacylglycerol + coenzyme A
NCU02665.7	RXN2T-315	EC 2.3.1.20	1-20:0-2-18:0-diacylglycerol + arachidoyl-CoA  =  1-16:0-2-18:0-3-24:0-triacylglycerol + coenzyme A
NCU08927.7	RXN2T-502	RXN3DJ-11100-CPD2T-58/NADP//CPD-9814/NADPH/PROTON.37.	dihydro-sphinganine-18:1-ceramide + NADP<sup>+</sup>  =  sphing-4-enine-18:1-ceramide + NADPH + H<SUP>+</SUP>
NCU08535.7	ACETYL-COA-CARBOXYLTRANSFER-RXN	EC 6.4.1.2	ATP + acetyl-CoA + bicarbonate  =  malonyl-CoA + ADP + phosphate + H<SUP>+</SUP>
NCU04401.7	RXN-8631	EC 4.1.2.13	fructose-1-phosphate  =  dihydroxyacetone phosphate + D-glyceraldehyde
NCU07807.7	RXN-8631	EC 4.1.2.13	fructose-1-phosphate  =  dihydroxyacetone phosphate + D-glyceraldehyde
NCU08027.7	RXN2T-152	EC 3.6.1.6	ADP + H<SUB>2</SUB>O  =  AMP + phosphate + H<SUP>+</SUP>
NCU06448.7	R9-RXN	EC 4.2.1.17	(<i>R</i>)-3-hydroxybutanoyl-CoA  =  crotonyl-CoA + H<SUB>2</SUB>O
NCU02416.7	RXN2T-345	EC 2.3.1.158	1-16:1-2-18:3-phosphatidylcholine + 1-20:0-2-18:0-diacylglycerol  =  1-18:1-lysophosphatidylcholine + 1-18:0-2-18:1-3-18:2-triacylglycerol
NCU02416.7	RXN2T-417	EC 2.3.1.158	1-18:3-2-18:1-phosphatidylcholine + 1-16:0-2-18:1-diacylglycerol  =  1-18:1-lysophosphatidylcholine + 1-16:0-2-18:1-3-18:3-triacylglycerol
NCU08828.7	RXN2T-105	EC 1.1.1.35	(S)-3-hydroxybutanoyl-CoA<SUB>[glyoxysomal lumen]</SUB> + NAD<sup>+</sup><SUB>[glyoxysomal lumen]</SUB>  =  acetoacetyl-CoA<SUB>[glyoxysomal lumen]</SUB> + NADH<SUB>[glyoxysomal lumen]</SUB> + H<SUP>+</SUP><SUB>[glyoxysomal lumen]</SUB>
NCU10506.7	RXN2T-224	EC 3.1.1.3	1-16:0-2-18:1-3-18:2-triacylglycerol + H<SUB>2</SUB>O  =  stearate + 1-18:3-2-16:0-diacylglycerol + H<SUP>+</SUP>
NCU00761.7	RXN2T-224	EC 3.1.1.3	1-16:0-2-18:1-3-18:2-triacylglycerol + H<SUB>2</SUB>O  =  stearate + 1-18:3-2-16:0-diacylglycerol + H<SUP>+</SUP>
NCU03325.7	RXN2T-224	EC 3.1.1.3	1-16:0-2-18:1-3-18:2-triacylglycerol + H<SUB>2</SUB>O  =  stearate + 1-18:3-2-16:0-diacylglycerol + H<SUP>+</SUP>
NCU08752.7	ACETYLCHOLINESTERASE-RXN	EC 3.1.1.7	acetylcholine + H<SUB>2</SUB>O  =  acetate + choline + H<SUP>+</SUP>
NCU06471.7	RXN2T-448	EC 1.5.1.2	L-proline + NADP<sup>+</sup>  =  (<i>S</i>)-1-pyrroline-5-carboxylate + NADPH + 2.0 H<SUP>+</SUP>
NCU02665.7	RXN2T-327	EC 2.3.1.20	1-16:0-2-18:0-diacylglycerol + linoleneoyl-CoA  =  1-16:0-2-18:1-3-18:2-triacylglycerol + coenzyme A
NCU03223.7	RXN2T-266	EC 2.7.8.2	CDP-choline + 1-18:3-2-18:2-diacylglycerol  =  CMP + 1-18:3-2-18:2-phosphatidylcholine + H<SUP>+</SUP>
NCU01993.7	RXN2T-266	EC 2.7.8.2	CDP-choline + 1-18:3-2-18:2-diacylglycerol  =  CMP + 1-18:3-2-18:2-phosphatidylcholine + H<SUP>+</SUP>
NCU02416.7	RXN2T-385	EC 2.3.1.158	1-18:0-2-20:4-phosphatidate + 1-16:0-2-18:2-diacylglycerol  =  1-linoleyl-2-lyso-phosphatidate + 1-18:0-2-18:1-3-18:2-triacylglycerol
NCU00552.7	RXN2T-114	EC 1.14.99.-	15-<i>cis</i>-phytoene + NADH + H<SUP>+</SUP> + oxygen  =  phytofluene + NAD<sup>+</sup> + 2.0 H<SUB>2</SUB>O
NCU02416.7	RXN2T-372	EC 2.3.1.158	1-18:2-2-18:3-phosphatidylethanolamine + 1-20:0-2-18:0-diacylglycerol  =  1-18:2-lysophosphatidylcholine + 1-18:0-2-18:1-3-18:2-triacylglycerol
NCU02416.7	RXN2T-371	EC 2.3.1.158	1-18:2-2-18:3-phosphatidylethanolamine + 1-20:0-2-18:0-diacylglycerol  =  1-18:1-lysophosphatidylcholine + 1-18:0-2-18:1-3-18:3-triacylglycerol
NCU03955.7	RXN2T-186	EC 3.1.4.4	1-18:1-2-18:2-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-18:1-2-18:2-phosphatidate + H<SUP>+</SUP>
NCU10400.7	RXN2T-186	EC 3.1.4.4	1-18:1-2-18:2-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-18:1-2-18:2-phosphatidate + H<SUP>+</SUP>
NCU06342.7	RXN2T-186	EC 3.1.4.4	1-18:1-2-18:2-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-18:1-2-18:2-phosphatidate + H<SUP>+</SUP>
NCU02665.7	RXN2T-318	EC 2.3.1.20	1-18:3-2-16:0-diacylglycerol + stearoyl-CoA  =  1-16:0-2-18:1-3-18:2-triacylglycerol + coenzyme A
NCU09715.7	RXN2T-277	EC 2.4.1.15	&alpha;-D-glucose 6-phosphate + UDP-&alpha;-D-glucose  =  trehalose 6-phosphate + UDP + H<SUP>+</SUP>
NCU02665.7	RXN2T-337	EC 2.3.1.20	1-18:3-2-16:0-diacylglycerol + oleoyl-CoA  =  1-16:0-2-18:1-3-18:3-triacylglycerol + coenzyme A
NCU08027.7	RXN2T-149	EC 3.6.1.6	dUDP + H<SUB>2</SUB>O  =  dUMP + phosphate + H<SUP>+</SUP>
NCU10506.7	RXN2T-221	EC 3.1.1.3	1-16:0-2-18:0-3-20:0-triacylglycerol + H<SUB>2</SUB>O  =  palmitate + 1-20:0-2-18:0-diacylglycerol + H<SUP>+</SUP>
NCU00761.7	RXN2T-221	EC 3.1.1.3	1-16:0-2-18:0-3-20:0-triacylglycerol + H<SUB>2</SUB>O  =  palmitate + 1-20:0-2-18:0-diacylglycerol + H<SUP>+</SUP>
NCU03325.7	RXN2T-221	EC 3.1.1.3	1-16:0-2-18:0-3-20:0-triacylglycerol + H<SUB>2</SUB>O  =  palmitate + 1-20:0-2-18:0-diacylglycerol + H<SUP>+</SUP>
NCU03579.7	ALARACECAT-RXN	EC 5.1.1.1	L-alanine  =  D-alanine
NCU02416.7	RXN2T-414	EC 2.3.1.158	1-18:1-2-18:3-phosphatidylcholine + 1-16:0-2-18:1-diacylglycerol  =  1-18:2-lysophosphatidylcholine + 1-16:0-2-18:1-3-18:2-triacylglycerol
NCU02734.7	RXN-7929	EC 4.1.3.34	(3S)-citryl-CoA  =  oxaloacetate + acetyl-CoA
NCU05985.7	RXN2T-313	EC 2.3.1.15	<i>sn</i>-glycerol-3-phosphate + oleoyl-CoA  =  1-oleyl-2-lyso-phosphatidate + coenzyme A
NCU11282.7	RXN2T-313	EC 2.3.1.15	<i>sn</i>-glycerol-3-phosphate + oleoyl-CoA  =  1-oleyl-2-lyso-phosphatidate + coenzyme A
NCU04720.7	RXN2T-443	EC 1.7.1.4	nitrite + 3.0 NADH + 5.0 H<SUP>+</SUP>  =  ammonium + 3.0 NAD<sup>+</sup> + 2.0 H<SUB>2</SUB>O
NCU00552.7	RXN2T-113	EC 1.14.99.-	phytofluene + NADH + H<SUP>+</SUP> + oxygen  =  <i>all-trans</i>-&zeta;-carotene + NAD<sup>+</sup> + 2.0 H<SUB>2</SUB>O
NCU02416.7	RXN2T-386	EC 2.3.1.158	1-20:0-2-18:0-phosphatidate + 1-18:3-2-18:1-diacylglycerol  =  1-arachadoylglycerol 3-phosphate + 1-18:0-2-18:1-3-18:3-triacylglycerol
NCU10506.7	RXN2T-207	EC 3.1.1.3	1-18:0-2-18:2-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  stearate + 1-18:3-2-18:2-diacylglycerol + H<SUP>+</SUP>
NCU00761.7	RXN2T-207	EC 3.1.1.3	1-18:0-2-18:2-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  stearate + 1-18:3-2-18:2-diacylglycerol + H<SUP>+</SUP>
NCU03325.7	RXN2T-207	EC 3.1.1.3	1-18:0-2-18:2-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  stearate + 1-18:3-2-18:2-diacylglycerol + H<SUP>+</SUP>
NCU04721.7	RXN2T-160	EC 3.5.1.23	sphing-4-enine-18:1-ceramide + H<SUB>2</SUB>O  =  oleate + sphingosine
NCU10359.7	RXN2T-160	EC 3.5.1.23	sphing-4-enine-18:1-ceramide + H<SUB>2</SUB>O  =  oleate + sphingosine
NCU02969.7	RXN2T-160	EC 3.5.1.23	sphing-4-enine-18:1-ceramide + H<SUB>2</SUB>O  =  oleate + sphingosine
NCU02416.7	RXN2T-352	EC 2.3.1.158	1-18:1-2-18:3-phosphatidate + 1-20:0-2-18:0-diacylglycerol  =  1-arachadoylglycerol 3-phosphate + 1-18:0-2-18:1-3-18:3-triacylglycerol
NCU02416.7	RXN2T-419	EC 2.3.1.158	1-18:2-2-18:2-sn-glycerol-3-phosphocholine + 1-16:0-2-18:1-diacylglycerol  =  1-18:1-lysophosphatidylcholine + 1-16:0-2-18:1-3-18:3-triacylglycerol
NCU06402.7	RXN2T-466	EC 1.14.13.72	4&alpha;-formyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NADH + oxygen  =  4&alpha;-carboxy-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NAD<sup>+</sup> + H<SUB>2</SUB>O
NCU05985.7	RXN2T-310	EC 2.3.1.15	<i>sn</i>-glycerol-3-phosphate + palmitoyl-CoA  =  1-palmitoylglycerol 3-phosphate + coenzyme A
NCU11282.7	RXN2T-310	EC 2.3.1.15	<i>sn</i>-glycerol-3-phosphate + palmitoyl-CoA  =  1-palmitoylglycerol 3-phosphate + coenzyme A
NCU02542.7	MANNKIN-RXN	EC 2.7.1.7	&beta;-D-mannose + ATP  =  D-mannose 6-phosphate + ADP + H<SUP>+</SUP>
NCU02416.7	RXN2T-361	EC 2.3.1.158	1-20:0-2-18:0-phosphatidate + 1-20:0-2-18:0-diacylglycerol  =  1-stearoylglycerol 3-phosphate + 1-16:0-2-18:0-3-24:0-triacylglycerol
NCU02291.7	RXN2T-111	EC 1.3.99.7	glutaryl-CoA + NAD<sup>+</sup>  =  CO<SUB>2</SUB> + crotonyl-CoA + NADH
NCU00023.7	FERRIC-CHELATE-REDUCTASE-RXN	EC 1.16.1.7	2 Fe<SUP>3+</SUP> + NADH  =  2 Fe<SUP>2+</SUP> + NAD<sup>+</sup> + H<SUP>+</SUP>
NCU03868.7	FERRIC-CHELATE-REDUCTASE-RXN	EC 1.16.1.7	2 Fe<SUP>3+</SUP> + NADH  =  2 Fe<SUP>2+</SUP> + NAD<sup>+</sup> + H<SUP>+</SUP>
NCU00829.7	FERRIC-CHELATE-REDUCTASE-RXN	EC 1.16.1.7	2 Fe<SUP>3+</SUP> + NADH  =  2 Fe<SUP>2+</SUP> + NAD<sup>+</sup> + H<SUP>+</SUP>
NCU02416.7	RXN2T-422	EC 2.3.1.158	1-18:2-2-18:1-phosphatidylcholine + 1-16:0-2-18:1-diacylglycerol  =  1-18:1-lysophosphatidylcholine + 1-16:0-2-18:1-3-18:2-triacylglycerol
NCU07741.7	RXN2T-286	EC 2.3.1.51	1-stearoylglycerol 3-phosphate + palmitoyl-CoA  =  1-16:0-2-18:0-phosphatidate + coenzyme A
NCU00168.7	RXN2T-286	EC 2.3.1.51	1-stearoylglycerol 3-phosphate + palmitoyl-CoA  =  1-16:0-2-18:0-phosphatidate + coenzyme A
NCU06194.7	RXN2T-286	EC 2.3.1.51	1-stearoylglycerol 3-phosphate + palmitoyl-CoA  =  1-16:0-2-18:0-phosphatidate + coenzyme A
NCU07741.7	RXN2T-283	EC 2.3.1.51	1-palmitoylglycerol 3-phosphate + stearoyl-CoA  =  1-16:0-2-18:0-phosphatidate + coenzyme A
NCU00168.7	RXN2T-283	EC 2.3.1.51	1-palmitoylglycerol 3-phosphate + stearoyl-CoA  =  1-16:0-2-18:0-phosphatidate + coenzyme A
NCU06194.7	RXN2T-283	EC 2.3.1.51	1-palmitoylglycerol 3-phosphate + stearoyl-CoA  =  1-16:0-2-18:0-phosphatidate + coenzyme A
NCU09230.7	HOMOSERDEAM-RXN	EC 4.4.1.1	L-homoserine  =  ammonia + 2-oxobutanoate + H<SUP>+</SUP>
NCU02416.7	RXN2T-365	EC 2.3.1.158	1-18:3-2-16:0-phosphatidylglycerol + 1-20:0-2-18:0-diacylglycerol  =  1-18:3-lysophosphatidylglycerol + 1-16:0-2-18:0-3-20:0-triacylglycerol
NCU10506.7	RXN2T-229	EC 3.1.1.3	1-16:0-2-18:1-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  linoleate + 1-16:0-2-18:2-diacylglycerol + H<SUP>+</SUP>
NCU00761.7	RXN2T-229	EC 3.1.1.3	1-16:0-2-18:1-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  linoleate + 1-16:0-2-18:2-diacylglycerol + H<SUP>+</SUP>
NCU03325.7	RXN2T-229	EC 3.1.1.3	1-16:0-2-18:1-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  linoleate + 1-16:0-2-18:2-diacylglycerol + H<SUP>+</SUP>
NCU02979.7	AMP-DEAMINASE-RXN	EC 3.5.4.6	AMP + H<SUB>2</SUB>O  =  inosine-5'-phosphate + ammonia
NCU00548.7	RXN0-1441	EC 3.6.1.13	ADP-ribose + H<SUB>2</SUB>O  =  D-ribose 5-phosphate + AMP + 2 H<SUP>+</SUP>
NCU08568.7	RXN0-1441	EC 3.6.1.13	ADP-ribose + H<SUB>2</SUB>O  =  D-ribose 5-phosphate + AMP + 2 H<SUP>+</SUP>
NCU07101.7	RXN0-1441	EC 3.6.1.13	ADP-ribose + H<SUB>2</SUB>O  =  D-ribose 5-phosphate + AMP + 2 H<SUP>+</SUP>
NCU02895.7	RXN0-1441	EC 3.6.1.13	ADP-ribose + H<SUB>2</SUB>O  =  D-ribose 5-phosphate + AMP + 2 H<SUP>+</SUP>
NCU07741.7	RXN2T-285	EC 2.3.1.51	1-linoleneoyl-2-lyso-phosphatidate + palmitoyl-CoA  =  1-18:3-2-16:0-phosphatidate + coenzyme A
NCU00168.7	RXN2T-285	EC 2.3.1.51	1-linoleneoyl-2-lyso-phosphatidate + palmitoyl-CoA  =  1-18:3-2-16:0-phosphatidate + coenzyme A
NCU06194.7	RXN2T-285	EC 2.3.1.51	1-linoleneoyl-2-lyso-phosphatidate + palmitoyl-CoA  =  1-18:3-2-16:0-phosphatidate + coenzyme A
NCU02416.7	RXN2T-356	EC 2.3.1.158	1-18:3-2-16:0-phosphatidate + 1-20:0-2-18:0-diacylglycerol  =  1-linoleneoyl-2-lyso-phosphatidate + 1-16:0-2-18:0-3-20:0-triacylglycerol
NCU10506.7	RXN2T-217	EC 3.1.1.3	1-18:0-2-18:1-3-18:2-triacylglycerol + H<SUB>2</SUB>O  =  linoleate + 1-18:0-2-18:1-diacylglycerol + H<SUP>+</SUP>
NCU00761.7	RXN2T-217	EC 3.1.1.3	1-18:0-2-18:1-3-18:2-triacylglycerol + H<SUB>2</SUB>O  =  linoleate + 1-18:0-2-18:1-diacylglycerol + H<SUP>+</SUP>
NCU03325.7	RXN2T-217	EC 3.1.1.3	1-18:0-2-18:1-3-18:2-triacylglycerol + H<SUB>2</SUB>O  =  linoleate + 1-18:0-2-18:1-diacylglycerol + H<SUP>+</SUP>
NCU02416.7	RXN2T-370	EC 2.3.1.158	phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1) + 1-20:0-2-18:0-diacylglycerol  =  1-18:1-lysophosphatidylglycerol + 1-16:0-2-18:0-3-18:1-triacylglycerol
NCU03617.7	DHLBXANAU-RXN	EC 3.8.1.2	chloroacetate + H<SUB>2</SUB>O  =  glycolate + chloride + H<SUP>+</SUP>
NCU06700.7	RXN2T-263	EC 3.1.1.23	mono-olein + H<SUB>2</SUB>O  =  glycerol + oleate + H<SUP>+</SUP>
NCU10044.7	GLUCISOM-RXN	EC 5.3.1.5	&beta;-D-glucose  =  D-fructose
NCU00838.7	GLUCISOM-RXN	EC 5.3.1.5	&beta;-D-glucose  =  D-fructose
NCU06024.7	GLUCISOM-RXN	EC 5.3.1.5	&beta;-D-glucose  =  D-fructose
NCU07741.7	RXN2T-280	EC 2.3.1.51	1-linoleneoyl-2-lyso-phosphatidate + arachidoyl-CoA  =  1-18:0-2-20:4-phosphatidate + coenzyme A
NCU00168.7	RXN2T-280	EC 2.3.1.51	1-linoleneoyl-2-lyso-phosphatidate + arachidoyl-CoA  =  1-18:0-2-20:4-phosphatidate + coenzyme A
NCU06194.7	RXN2T-280	EC 2.3.1.51	1-linoleneoyl-2-lyso-phosphatidate + arachidoyl-CoA  =  1-18:0-2-20:4-phosphatidate + coenzyme A
NCU06700.7	RXN2T-258	EC 3.1.1.23	glycerol 1-arachidate + H<SUB>2</SUB>O  =  glycerol + arachidate + H<SUP>+</SUP>
NCU05802.7	RXN2T-147	EC 3.6.1.15	dGTP + H<SUB>2</SUB>O  =  ADP + phosphate + H<SUP>+</SUP>
NCU08928.7	RXN2T-147	EC 3.6.1.15	dGTP + H<SUB>2</SUB>O  =  ADP + phosphate + H<SUP>+</SUP>
NCU03808.7	RXN2T-147	EC 3.6.1.15	dGTP + H<SUB>2</SUB>O  =  ADP + phosphate + H<SUP>+</SUP>
NCU01441.7	RXN2T-147	EC 3.6.1.15	dGTP + H<SUB>2</SUB>O  =  ADP + phosphate + H<SUP>+</SUP>
NCU01143.7	RXN2T-147	EC 3.6.1.15	dGTP + H<SUB>2</SUB>O  =  ADP + phosphate + H<SUP>+</SUP>
NCU06318.7	RXN2T-147	EC 3.6.1.15	dGTP + H<SUB>2</SUB>O  =  ADP + phosphate + H<SUP>+</SUP>
NCU01612.7	RXN2T-147	EC 3.6.1.15	dGTP + H<SUB>2</SUB>O  =  ADP + phosphate + H<SUP>+</SUP>
NCU02728.7	RXN2T-147	EC 3.6.1.15	dGTP + H<SUB>2</SUB>O  =  ADP + phosphate + H<SUP>+</SUP>
NCU03350.7	RXN-7682	EC 1.17.1.4	hypoxanthine + NAD<sup>+</sup> + H<SUB>2</SUB>O  =  xanthine + NADH + H<SUP>+</SUP>
NCU06024.7	RXN2T-134	EC 5.3.1.5	&beta;-D-glucose  =  &alpha;-D-fructopyranose
NCU00838.7	RXN2T-134	EC 5.3.1.5	&beta;-D-glucose  =  &alpha;-D-fructopyranose
NCU10044.7	RXN2T-134	EC 5.3.1.5	&beta;-D-glucose  =  &alpha;-D-fructopyranose
NCU07741.7	RXN2T-282	EC 2.3.1.51	1-linoleyl-2-lyso-phosphatidate + stearoyl-CoA  =  1-18:1-2-18:1-phosphatidate + coenzyme A
NCU00168.7	RXN2T-282	EC 2.3.1.51	1-linoleyl-2-lyso-phosphatidate + stearoyl-CoA  =  1-18:1-2-18:1-phosphatidate + coenzyme A
NCU06194.7	RXN2T-282	EC 2.3.1.51	1-linoleyl-2-lyso-phosphatidate + stearoyl-CoA  =  1-18:1-2-18:1-phosphatidate + coenzyme A
NCU02416.7	RXN2T-354	EC 2.3.1.158	1-18:0-2-18:3-phosphatidate + 1-20:0-2-18:0-diacylglycerol  =  1-arachadoylglycerol 3-phosphate + 1-18:0-2-18:1-3-18:2-triacylglycerol
NCU02665.7	RXN2T-332	EC 2.3.1.20	1-16:0-2-18:2-diacylglycerol + linoleoyl-CoA  =  1-16:0-2-18:1-3-18:3-triacylglycerol + coenzyme A
NCU07741.7	RXN2T-301	EC 2.3.1.51	1-linoleneoyl-2-lyso-phosphatidate + stearoyl-CoA  =  1-18:0-2-18:3-phosphatidate + coenzyme A
NCU00168.7	RXN2T-301	EC 2.3.1.51	1-linoleneoyl-2-lyso-phosphatidate + stearoyl-CoA  =  1-18:0-2-18:3-phosphatidate + coenzyme A
NCU06194.7	RXN2T-301	EC 2.3.1.51	1-linoleneoyl-2-lyso-phosphatidate + stearoyl-CoA  =  1-18:0-2-18:3-phosphatidate + coenzyme A
NCU10506.7	RXN2T-230	EC 3.1.1.3	1-16:0-2-18:1-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  palmitate + 1-18:3-2-18:1-diacylglycerol + H<SUP>+</SUP>
NCU00761.7	RXN2T-230	EC 3.1.1.3	1-16:0-2-18:1-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  palmitate + 1-18:3-2-18:1-diacylglycerol + H<SUP>+</SUP>
NCU03325.7	RXN2T-230	EC 3.1.1.3	1-16:0-2-18:1-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  palmitate + 1-18:3-2-18:1-diacylglycerol + H<SUP>+</SUP>
NCU02665.7	RXN2T-331	EC 2.3.1.20	1-18:3-2-18:0-diacylglycerol + linoleoyl-CoA  =  1-18:0-2-18:2-3-18:3-triacylglycerol + coenzyme A
NCU02416.7	RXN2T-408	EC 2.3.1.158	1-18:1-2-18:1-phosphatidylethanolamine + 1-18:3-2-18:2-diacylglycerol  =  1-18:3-lysophosphatidylcholine + 1-16:0-2-18:1-3-18:3-triacylglycerol
NCU05577.7	RXN2T-517	EC 3.2.1.21	melezitose<SUB>[extracellular space]</SUB> + 2 H<SUB>2</SUB>O<SUB>[extracellular space]</SUB>  =  2 &beta;-D-glucose<SUB>[extracellular space]</SUB> + &beta;-D-fructofuranose<SUB>[extracellular space]</SUB>
NCU08377.7	ADENYLATECYC-RXN	EC 4.6.1.1	ATP  =  cyclic-AMP + diphosphate
NCU05127.7	DALADALALIG-RXN	EC 6.3.2.4	2 D-alanine + ATP  =  D-alanyl-D-alanine + ADP + phosphate + H<SUP>+</SUP>
NCU04380.7	RXN2T-125	EC 6.2.1.3	ATP + oleate + coenzyme A  =  AMP + oleoyl-CoA + diphosphate
NCU02416.7	RXN2T-428	EC 2.3.1.158	1-18:1-2-18:3-phosphatidate + 1-16:0-2-18:1-diacylglycerol  =  1-linoleyl-2-lyso-phosphatidate + 1-16:0-2-18:1-3-18:2-triacylglycerol
NCU02416.7	RXN2T-403	EC 2.3.1.158	1-18:1-2-trans-16:1-phosphatidylglycerol + 1-18:3-2-18:2-diacylglycerol  =  1-18:3-lysophosphatidylglycerol + 1-16:0-2-18:1-3-18:3-triacylglycerol
NCU07170.7	GLUTRACE-RXN	EC 5.1.1.3	L-glutamate  =  D-glutamate
NCU02416.7	RXN2T-412	EC 2.3.1.158	1-18:3-2-18:2-phosphatidylcholine + 1-16:0-2-18:1-diacylglycerol  =  1-18:3-lysophosphatidylcholine + 1-16:0-2-18:1-3-18:2-triacylglycerol
NCU02416.7	RXN2T-360	EC 2.3.1.158	1-16:0-2-18:1-phosphatidate + 1-20:0-2-18:0-diacylglycerol  =  1-oleyl-2-lyso-phosphatidate + 1-16:0-2-18:0-3-20:0-triacylglycerol
NCU03955.7	RXN2T-179	EC 3.1.4.4	1-18:3-2-18:1-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-18:1-2-18:3-phosphatidate + H<SUP>+</SUP>
NCU10400.7	RXN2T-179	EC 3.1.4.4	1-18:3-2-18:1-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-18:1-2-18:3-phosphatidate + H<SUP>+</SUP>
NCU06342.7	RXN2T-179	EC 3.1.4.4	1-18:3-2-18:1-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-18:1-2-18:3-phosphatidate + H<SUP>+</SUP>
